层
序
号	地层岩性	土类
编号	层底深度
(m)	层厚
(m)	密度
(t/m3)	剪切波速度
(m/s)	备 注
1	素填土	1	2.5	2.5	1.65	162	输出层位
2	粉土	3	4.9	2.4	2.02	220	
3	粉土	3	8.5	3.6	2.02	229	
4	粉土	4	11.9	3.4	2.00	232	
5	粉砂	2	15.0	3.1	1.85	242	
6	粉砂	2	17.5	2.5	1.85	301	
7	粉砂	2	21.6	4.1	2.03	333	
8	粉土	5	25.6	4.0	2.03	318	
9	粉土	5	27.7	2.1	1.96	329	
10	粉土	6	32.6	4.9	1.99	336	
11	粉土	7	35.8	3.2	1.96	369	
12	粉质黏土	8	38.0	2.2	1.99	362	
13	粉质黏土	9	40.1	2.1	1.99	428	
14	粉质黏土	10	44.1	4.0	1.83	446	
15	粉质黏土	11	48.0	3.9	1.83	461	
16	粉质黏土	-	-	-	-	533	输入层位
