层
序
号	地层岩性	土类
编号	层底深度
(m)	层厚
(m)	密度
(t/m3)	剪切波速度
(m/s)	备 注
1	杂填土	1	0.8	0.8	1.65	180	输出层位
2	粉土	3	5.6	4.8	2.02	204	
3	粉土	4	9.0	3.4	2.02	206	
4	粉土	4	11.7	2.7	2.02	236	
5	粉砂	2	16.0	4.3	1.85	294	
6	粉砂	2	20.3	4.3	1.85	318	
7	粉土	7	25.0	4.7	2.07	338	
8	粉土	8	29.5	4.5	1.94	375	
9	粉土	9	33.0	3.5	2.05	377	
10	粉土	10	35.7	2.7	1.96	383	
11	粉质黏土	11	40.6	4.9	1.99	421	
12	粉质黏土	11	45.6	5.0	1.99	455	
13	粉质黏土	12	47.0	1.4	1.83	475	
14	粉质黏土	-	-	-	1.98	500	输入层位
