层
序
号	地层岩性	土类
编号	层底深度
(m)	层厚
(m)	密度
(t/m3)	剪切波速度
(m/s)	备 注
1	素填土	1	2.5	2.5	1.65	165	输出层位
2	粉土	3	5.3	2.8	2.02	184	
3	粉土	4	9.7	4.4	2.02	218	
4	粉砂	2	14.6	4.9	1.85	240	
5	粉砂	2	19.5	4.9	1.85	326	
6	粉土	5	23.5	4.0	2.03	328	
7	粉土	5	25.6	2.1	2.03	345	
8	粉土	6	27.0	1.4	1.80	355	
9	粉土	7	31.5	4.5	2.05	363	
10	粉土	7	36.5	5.0	1.99	374	
11	粉质黏土	8	41.5	5.0	1.99	420	
12	粉质黏土	11	43.0	1.5	1.83	462	
13	粉质黏土	11	44.0	1.0	1.98	457	
14	粉质黏土	-	-	-	1.98	500	输入层位
