层
序
号	地层岩性	土类
编号	层底深度
(m)	层厚
(m)	密度
(t/m3)	剪切波速度
(m/s)	备 注
1	素填土	1	1.2	1.2	1.65	171	输出层位
2	粉土	3	3.4	2.2	1.98	179	
3	粉土	3	6.0	2.6	1.85	204	
4	粉土	3	9.6	3.6	1.85	199	
5	粉砂	2	13.6	4.0	1.85	222	
6	粉砂	2	15.6	2.0	1.85	237	
7	粉砂	2	20.6	5.0	1.85	292	
8	粉土	4	23.6	3.0	2.03	309	
9	粉土	5	26.8	3.2	2.05	323	
10	粉土	6	30.0	3.2	1.99	346	
11	粉土	6	32.5	2.5	1.99	345	
12	粉土	7	36.6	4.1	1.99	372	
13	粉质黏土	8	40.7	4.1	1.99	337	
14	粉质黏土	9	45.6	4.9	1.83	418	
15	粉质黏土	10	49.0	3.4	1.98	454	
16	粉质黏土	-	-	-	1.98	500	输入层位
